Coin Name,Market Cap,Price,Volume(24h),Circulating Supply,Change(24h)
Electrum Dark,"$5,561.77",$0.001426,$531,"3,899,312 ELD *",-9.25%
Apollon,"$5,487.66",$0.000037,$2,"148,585,276 XAP",99.07%
Gratz,"$5,360.49",$0.000173,$?,"31,000,000 GRAT *",0.00%
Akroma,"$5,312.07",$0.000277,$0.802732,"19,177,485 AKA",-26.23%
e-Chat,"$5,255.01",$0.000274,$?,"19,161,060 ECHT *",0.00%
VectorAI,"$5,108.58",$0.000278,$?,"18,399,311 VEC2",0.07%
Dragon Option,"$5,073.08",$0.000040,$2,"125,379,539 DRAGON *",50.34%
CPUchain,"$5,042.31",$0.000277,$2,"18,186,650 CPU *",-25.01%
Xenoverse,"$4,927.49",$0.000923,$?,"5,336,725 XENO *",96.24%
Coinonat,"$4,864.96",$0.000564,$?,"8,623,200 CXT",0.00%
Independent Money System,"$4,864.87",$0.000906,$?,"5,368,934 IMS",0.00%
PAXEX,"$4,858.04",$0.000276,$12,"17,571,745 PAXEX",-0.37%
Crystal Clear ,"$4,774.60",$0.000834,$?,"5,723,973 CCT *",0.00%
AmsterdamCoin,"$4,635.23",$0.000092,$1,"50,201,886 AMS",-0.17%
Mirai,"$4,593.99",$0.001339,$274,"3,432,003 MRI",1.27%
Californium,"$4,487.88",$0.001834,$?,"2,446,961 CF",0.00%
Dash Green,"$4,482.19",$0.001948,$14,"2,300,683 DASHG",134.66%
BunnyToken,"$4,481.43",$0.000017,$?,"264,486,021 BUNNY *",0.46%
Nekonium,"$4,432.23",$0.000369,$2,"12,000,829 NUKO",-0.17%
Quebecoin,"$4,335.82",$0.000647,$?,"6,703,138 QBC",0.00%
Dollarcoin,"$4,216.17",$0.000463,$?,"9,106,714 DLC",0.11%
LiteBitcoin,"$4,165.38",$0.000144,$0.307031,"28,940,333 LBTC",40.99%
Escroco Emerald,"$4,138.41",$0.000005,$?,"900,000,000 ESCE *",0.00%
Comet,"$4,118.39",$0.004718,$?,"872,830 CMT",0.04%
BowsCoin,"$4,108.42",$0.000740,$?,"5,550,102 BSC",0.04%
Prime-XI,"$4,063.21",$0.000185,$?,"21,931,815 PXI",0.14%
Cabbage,"$3,960.51",$0.000377,$?,"10,499,996 CAB *",0.00%
MustangCoin,"$3,957.65",$0.006279,$0.925072,"630,343 MST",32.96%
FundRequest,"$3,784.82",$0.000079,$?,"47,782,545 FND *",0.00%
iBTC,"$3,692.11",$0.000074,$?,"49,992,999 IBTC *",-1.13%
ICOCalendar.Today,"$3,681.35",$0.000007,$?,"511,099,276 ICT *",-0.35%
Helper Search Token,"$3,660.62",$4.32e-7,$0.198933,"8,479,947,437 HSN *",5.56%
Quantis Network,"$3,651.44",$0.000092,$?,"39,779,347 QUAN",-0.77%
Dollar International,"$3,635.37",$0.105258,$191,"34,538 DOLLAR",-0.07%
Bitcoinus,"$3,475.54",$1.00e-8,$256,"347,574,541,555 BITS *",-0.32%
CrevaCoin,"$3,297.84",$0.000091,$?,"36,390,750 CREVA",0.00%
MNPCoin,"$3,238.25",$0.001477,$0.148760,"2,191,996 MNP",6.47%
Simmitri,"$3,227.64",$0.000046,$?,"70,468,612 SIM *",-0.97%
Cannation,"$3,210.87",$0.001296,$?,"2,476,893 CNNC",0.11%
PlatinumBAR,"$3,191.17",$0.001477,$0.089380,"2,160,126 XPTX",33.10%
PLNcoin,"$3,155.83",$0.000185,$0.923318,"17,089,600 PLNC",-0.18%
VikkyToken,"$3,128.43",$8.39e-7,$19,"3,727,082,538 VIKKY *",-40.56%
MiloCoin,"$3,000.63",$0.000278,$?,"10,789,954 MILO",0.00%
SocialCoin,"$2,893.54",$0.000275,$?,"10,518,425 SOCC",1.32%
WXCOINS,"$2,862.28",$0.000092,$2,"31,000,000 WXC",-50.03%
Storeum,"$2,676.40",$0.000010,$17,"278,998,364 STO *",32.71%
SpeedCash,"$2,552.11",$0.004440,$?,"574,745 SCS",0.00%
Experience Points,"$2,463.32",$0.000002,$?,"1,421,529,524 XP",0.00%
Helpico,"$2,346.17",$0.099298,"$20,069","23,628 HELP *",83.59%
Veltor,"$2,340.58",$0.004218,$?,"554,855 VLT",0.00%
Eurocoin,"$2,314.01",$0.000186,$?,"12,416,554 EUC",0.00%
Decentralized Crypto Token,"$2,287.45",$0.000002,$?,"993,067,232 DCTO *",0.00%
Nibble,"$2,260.65",$0.006925,$234,"326,453 NBXC *",-0.19%
HollyWoodCoin,"$2,152.38",$0.000091,$?,"23,537,666 HWC",0.00%
Fintab,"$2,099.78",$0.000755,$?,"2,779,387 FNTB *",0.00%
Crystal Token,"$2,039.58",$0.003614,"$32,655","564,377 CYL *",3.81%
LiteCoin Ultra,"$2,004.73",$0.001944,$?,"1,031,300 LTCU",0.00%
Flit Token,"$1,954.62",$5.83e-7,$14,"3,350,000,000 FLT *",32.75%
SONO,"$1,924.95",$0.000923,$2,"2,084,823 SONO",-0.17%
MoX,"$1,856.79",$0.000369,$1,"5,027,488 MOX",-0.19%
BenjiRolls,"$1,835.26",$0.000091,$?,"20,276,099 BENJI",0.00%
PAWS Fund,"$1,832.86",$0.000959,$?,"1,911,884 PAWS",0.00%
PosEx,"$1,812.31",$0.000739,$?,"2,453,240 PEX",0.00%
iBank,"$1,671.69",$0.000369,$4,"4,526,324 IBANK",98.49%
BROTHER,"$1,611.20",$0.000010,$?,"160,000,000 BRAT *",0.00%
Staker,"$1,568.81",$0.001032,$?,"1,520,113 STR *",0.00%
Bitvolt,"$1,512.98",$0.000091,$?,"16,588,056 VOLT *",0.00%
Project-X,"$1,445.25","$18,466.35",$2,0 NANOX *,13.22%
Secrets of Zurich,"$1,382.66",$0.000001,$?,"1,292,000,000 SOZ *",0.00%
Silverway,"$1,361.23",$0.000009,$659,"150,009,999 SLV *",9.92%
Qbic,"$1,315.23",$0.000281,$?,"4,684,176 QBIC",0.00%
Wild Beast Block,"$1,259.77",$0.006925,$2,"181,919 WBB",-5.35%
X12 Coin,"$1,006.55",$0.000083,$?,"12,088,147 X12 *",0.00%
LitecoinToken,$938.73,$1.00e-8,$27,"93,798,013,228 LTK *",-0.22%
Xchange,$912.86,$0.000094,$?,"9,753,850 XCG",0.00%
Dinero,$908.80,$0.000102,$0.030697,"8,947,929 DIN",-0.18%
Iconic,$875.89,$0.001477,$4,"592,894 ICON *",-36.00%
Concoin,$771.62,$0.001037,$?,"744,266 CONX",0.00%
Abulaba,$735.65,$0.000049,$?,"15,090,818 AAA *",0.00%
Zoomba,$695.85,$0.000028,$?,"24,697,826 ZBA",0.00%
QYNO,$694.91,$0.000646,$0.156743,"1,075,172 QNO",39.74%
Cointorox,$637.12,$0.000115,$?,"5,525,108 OROX *",0.00%
Save and Gain,$562.39,$0.000183,$?,"3,064,800 SANDG",-0.80%
Dystem,$482.51,$0.000075,$?,"6,410,512 DTEM",0.00%
999,$466.14,$0.000002,$?,"217,101,154 999 *",0.00%
Posscoin,$448.53,$1.49e-8,$?,"30,059,347,897 POSS *",0.00%
PonziCoin,$397.53,$0.000462,$1,"861,099 PONZI",-1.63%
Argus,$318.06,$0.000277,$?,"1,148,324 ARGUS",-0.18%
Benz,$314.40,$0.000053,$122,"5,958,969 BENZ *",-2.14%
LRM Coin,$92.37,$0.000009,$?,"9,949,308 LRM",0.00%
UltraNote Coin,$90.65,$4.42e-7,$2,"205,141,436 XUN",0.22%
Newton Coin Project,$75.29,$7.78e-7,$?,"96,793,904 NCP",0.00%
HarmonyCoin,$54.27,$0.000097,$?,"561,235 HMC",0.00%
Bitcoin Vault,$?,$330.31,"$46,503,785",? BTCV *,5.17%
WaykiChain Governance Coin,$?,$0.006400,"$23,199,111",? WGRT *,-0.47%
NDN Link,$?,$0.015519,"$20,842,516",? NDN *,-3.34%
xDai,$?,$3.31,"$14,189,160",? STAKE *,-3.82%
Filecoin [Futures],$?,$20.55,"$11,232,354",? FIL,-8.63%
Ontology Gas,$?,$0.182199,"$11,159,455",? ONG *,-5.39%
Whole Network,$?,$0.001554,"$11,110,966",? NODE *,8.55%
ELYSIA,$?,$0.003928,"$8,602,557",? EL *,6.23%
Orient Walt,$?,$0.494278,"$6,490,797",? HTDF *,-0.70%
Lux Bio Cell,$?,$0.007467,"$6,343,524",? LBXC *,2.19%
8X8 PROTOCOL,$?,$0.151145,"$6,135,193",? EXE *,0.20%
Xenon,$?,$0.000533,"$5,082,906",? XEN *,-2.57%
Soda Coin,$?,$0.020356,"$4,771,406",? SOC *,-5.25%
BKEX Token,$?,$0.077205,"$4,388,696",? BKK *,-0.74%
CryptoEnergy,$?,$37.37,"$4,342,667",? CNRG *,-0.71%
Building Cities Beyond Blockchain,$?,$1.85,"$3,697,014",? BCB *,1.53%
ECOChain,$?,$1.78,"$3,589,356",? ECOC *,-0.42%
BeautyPayCoin,$?,$0.503817,"$3,533,961",? BPC *,-0.47%
VARC,$?,$0.006378,"$3,504,356",? VARC *,-12.12%
TerraKRW,$?,$0.000825,"$3,371,900",? KRT *,-0.33%
Arweave,$?,$1.60,"$3,137,870",? AR *,5.73%
Tweebaa,$?,$2.78,"$2,899,844",? TWEE *,2.44%
Echoin,$?,$0.003382,"$2,848,377",? EC *,-2.51%
Bitsonic,$?,$0.047561,"$2,795,964",? BSC *,-2.12%
FairGame,$?,$0.002007,"$2,721,833",? FAIR *,1.18%
Klaytn,$?,$0.153410,"$2,545,626",? KLAY *,8.09%
YottaChain,$?,$0.048583,"$2,241,584",? YTA *,-2.18%
AAX Token,$?,$0.155991,"$2,178,159",? AAB *,-5.70%
MeconCash,$?,$0.097688,"$2,040,426",? MCH *,-16.82%
DMM: Governance,$?,$1.19,"$1,913,601",? DMG *,-6.19%
Bispex,$?,$0.001616,"$1,907,762",? BPX *,-4.37%
Yobit Token,$?,$857.05,"$1,831,153",? YO *,0.21%
VeThor Token,$?,$0.000929,"$1,775,573",? VTHO *,1.29%
LUCY,$?,$0.106928,"$1,566,358",? LUCY *,6.32%
Polkadot [IOU],$?,$136.79,"$1,484,874",? DOT *,-1.76%
VinDax Coin,$?,$0.031104,"$1,398,612",? VD *,-13.86%
Gstcoin,$?,$0.380825,"$1,362,746",? GST *,-1.15%
Sensorium,$?,$0.201826,"$1,362,363",? SENSO *,-1.17%
Zynecoin,$?,$2.29,"$1,354,681",? ZYN *,-0.51%
Binance GBP Stable Coin,$?,$1.25,"$1,347,941",? BGBP *,-0.64%
Balancer,$?,$9.45,"$1,269,207",? BAL *,-1.24%
BitCherry,$?,$0.016849,"$1,252,114",? BCHC *,-0.16%
Creditcoin,$?,$0.267958,"$1,221,983",? CTC *,6.44%
Buxcoin,$?,$0.803764,"$1,197,702",? BUX *,1.64%
3x Short XRP Token,$?,$174.54,"$1,167,798",? XRPBEAR *,2.54%
Ystar,$?,$0.033226,"$1,128,857",? YSR *,0.01%
Barkis Network,$?,$1.90,"$1,117,641",? BKS *,1.15%
Vinci,$?,$1.18,"$1,098,983",? VINCI *,-1.41%
3X Long Ethereum Token,$?,$244.97,"$1,086,743",? ETHBULL *,-1.07%
3X Short Ethereum Token,$?,$0.762342,"$1,059,069",? ETHBEAR *,0.16%
NOIZ,$?,$0.039610,"$1,044,197",? NOIZ *,0.40%
Coni,$?,$0.010559,"$997,174",? CONI *,-3.62%
Xank,$?,$0.124716,"$981,949",? XANK *,2.87%
Level01,$?,$0.253089,"$979,836",? LVX *,-6.02%
Treecle,$?,$0.025572,"$970,832",? TRCL *,7.36%
Bananatok,$?,$0.021214,"$963,081",? BNA *,-4.19%
Ormeus Ecosystem,$?,$0.001523,"$939,806",? ECO *,21.60%
Gomics,$?,$0.110108,"$929,334",? GOM *,-2.43%
Medium,$?,$0.412731,"$923,821",? MDM *,5.79%
Energy Web Token,$?,$5.83,"$887,743",? EWT *,0.32%
Exchange Union,$?,$1.09,"$879,659",? XUC *,2.87%
3X Long Bitcoin Token,$?,"$2,630.74","$870,561",? BULL *,0.12%
PayProtocol,$?,$0.140132,"$868,835",? PCI *,-0.06%
BTSE,$?,$1.68,"$857,632",? BTSE *,6.68%
Keystone of Opportunity & Knowledge,$?,$0.205622,"$854,714",? KOK *,-2.21%
TopChain,$?,$0.005798,"$724,999",? TOPC *,1.01%
GeoDB,$?,$0.393562,"$721,829",? GEO *,-0.37%
RAKUN,$?,$0.007495,"$718,697",? RAKU *,0.29%
3X Long TRX Token,$?,$2.75,"$665,762",? TRXBULL *,-0.68%
3X Short Bitcoin Token,$?,$1.69,"$654,005",? BEAR *,-0.34%
3X Long BNB Token,$?,$102.39,"$623,724",? BNBBULL *,7.74%
LinkToken,$?,$0.023433,"$611,042",? LTK,2.95%
3X Short TRX Token,$?,$3.10,"$588,579",? TRXBEAR *,0.41%
Keep Network,$?,$0.521356,"$584,992",? KEEP *,-0.80%
3x Short Litecoin Token,$?,"$1,054.15","$539,596",? LTCBEAR *,-1.19%
ShineChain,$?,$0.000594,"$513,743",? SHE *,3.11%
3x Long EOS Token,$?,$3.15,"$477,709",? EOSBULL *,-0.87%
Unknown Fair Object,$?,$1.46,"$472,730",? UFO *,-4.40%
Kadena,$?,$0.254600,"$467,658",? KDA *,6.09%
Paparazzi,$?,$0.087593,"$446,107",? PAZZI *,8.91%
QUEENBEE,$?,$0.006620,"$434,688",? QBZ *,-0.56%
3x Long XRP Token,$?,$9.66,"$431,712",? XRPBULL *,-3.04%
LinkArt,$?,$0.008556,"$418,517",? LAR *,5.23%
Kingdom Game 4.0,$?,$0.019579,"$416,248",? KDG *,-0.75%
ACE,$?,$0.003782,"$415,631",? ACE *,-14.02%
NNB Token,$?,$0.000617,"$404,481",? NNB *,-2.69%
Filenet,$?,$0.190767,"$397,061",? FN *,-5.36%
Brazilian Digital Token,$?,$0.184755,"$386,842",? BRZ *,-0.21%
DigiFinexToken,$?,$0.163880,"$378,371",? DFT *,-2.64%
Blockcloud,$?,$0.000902,"$358,302",? BLOC *,71.43%
KNOW,$?,$0.001348,"$345,324",? KNOW *,-1.72%
Gosama,$?,$0.297871,"$344,776",? GOS *,4.14%
BigBang Core,$?,$0.669513,"$335,627",? BBC *,0.01%
EMOGI Network,$?,$0.000394,"$335,223",? LOL *,1.63%
Aleph.im,$?,$0.072659,"$335,106",? ALEPH *,-4.36%
Edgeware,$?,$0.005244,"$332,456",? EDG *,-5.62%
Freecash,$?,$0.121438,"$330,349",? FCH *,-0.61%
3x Short Bitcoin SV Token,$?,$0.521060,"$327,209",? BSVBEAR *,3.74%
Bilaxy Token,$?,$0.002264,"$321,342",? BIA *,3.93%
Hdac,$?,$0.025746,"$320,624",? HDAC,1.77%
4THPILLAR TECHNOLOGIES,$?,$0.003923,"$310,944",? FOUR *,-7.09%
FinexboxToken,$?,$0.704168,"$310,601",? FNB *,-0.18%
Dash Cash,$?,$0.292172,"$304,043",? DSC *,-0.96%
Buzzshow,$?,$0.024147,"$298,609",? GLDY *,-7.39%
Aitheon,$?,$0.002069,"$294,940",? ACU *,-21.35%
ABCC Token,$?,$0.024399,"$286,453",? AT *,0.92%
FinNexus,$?,$0.086675,"$282,027",? FNX *,-0.12%
QURAS,$?,$0.040135,"$277,241",? XQC *,1.62%
Enzo,$?,$0.013777,"$274,040",? NZO *,0.48%
MyToken,$?,$0.001155,"$273,147",? MT *,3.85%
KingMoney,$?,$288.54,"$272,173",? KIM *,1.46%
Decentralized Vulnerability Platform,$?,$0.006292,"$269,596",? DVP *,-0.25%
3x Short EOS Token,$?,$7.40,"$267,547",? EOSBEAR *,0.77%
Yuan Chain Coin,$?,$0.006028,"$262,562",? YCC *,0.78%
HelixNetwork,$?,$0.000846,"$261,038",? MHLX *,9.34%
Crypto Holding Frank Token,$?,$1.06,"$257,037",? CHFT *,0.09%
3x Long Bitcoin SV Token,$?,$0.904121,"$252,505",? BSVBULL *,-4.40%
Celo,$?,$1.81,"$234,647",? CELO *,-3.12%
Rivex,$?,$0.201798,"$229,463",? RVX *,15.00%
Ormeus Cash,$?,$0.029210,"$227,721",? OMC *,82.81%
ViteX Coin,$?,$0.139076,"$223,780",? VX *,-1.62%
United Bitcoin,$?,$0.978397,"$223,403",? UBTC,-0.43%
Bitscoin,$?,$5.83,"$221,371",? BTCX *,-0.19%
IZEROIUM,$?,$0.009972,"$218,713",? IZER *,-14.99%
ARCS,$?,$0.282275,"$212,726",? ARX *,-2.83%
InnovaMinex,$?,$0.106558,"$199,599",? MINX *,-10.69%
BitcoinPoS,$?,$25.38,"$197,151",? BPS *,326.11%
UMA,$?,$2.12,"$191,987",? UMA *,4.72%
3X Short BNB Token,$?,$8.48,"$182,344",? BNBBEAR *,-7.59%
Two Prime FF1 Token,$?,$3.63,"$182,305",? FF1 *,0.00%
ProBit Token,$?,$0.252084,"$179,452",? PROB *,-0.51%
3x Short Bitcoin Cash Token,$?,$49.35,"$177,385",? BCHBEAR *,-1.42%
Dfinity (IOU),$?,$8.69,"$176,283",? DFN *,0.00%
Tesra,$?,$0.024828,"$176,140",? TSR *,0.47%
3x Long Bitcoin Cash Token,$?,$6.98,"$175,841",? BCHBULL *,1.52%
Spice,$?,$0.000710,"$175,417",? SPICE *,0.43%
CoinMeet,$?,$0.007021,"$166,418",? MEET *,-0.71%
UBU,$?,$0.035133,"$165,610",? UBU *,5.53%
dForce,$?,$0.283529,"$164,680",? DF *,1.15%
3x Long Litecoin Token,$?,$2.70,"$158,688",? LTCBULL *,1.31%
Dawn Protocol,$?,$0.108177,"$158,653",? DAWN *,21.91%
FC Barcelona Fan Token,$?,$4.22,"$158,441",? BAR *,-1.89%
Intelligent Investment Chain,$?,$0.000177,"$157,684",? IIC *,-13.63%
CAPITAL X CELL,$?,$0.123020,"$149,761",? CXC *,12.77%
Lukki Operating Token,$?,$0.004910,"$149,701",? LOT *,-1.30%
HEIDI,$?,$27.80,"$146,490",? HDI *,1.12%
Ravencoin Classic,$?,$0.001069,"$145,409",? RVC *,6.14%
CNNS,$?,$0.003509,"$145,115",? CNNS *,2.39%
Helium,$?,$0.479372,"$144,921",? HNT *,-4.74%
KEY,$?,$0.000818,"$144,038",? KEY *,-0.42%
Dapp Token,$?,$0.000791,"$141,561",? DAPPT *,3.94%
Latamcash,$?,$0.063818,"$140,016",? LMCH *,-9.77%
EYES Protocol,$?,$0.003396,"$139,870",? EYES *,-0.12%
DARMA Cash,$?,$0.225223,"$138,096",? DMCH *,0.45%
1X Short Ethereum Token,$?,$945.95,"$136,453",? ETHHEDGE *,0.47%
MATH,$?,$0.192989,"$132,774",? MATH *,0.12%
VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM,$?,$0.168690,"$132,380",? VAIP *,0.03%
Ti-Value,$?,$0.003792,"$129,455",? TV *,39.93%
YouLive Coin,$?,$0.000159,"$126,639",? UC *,0.50%
ECOSC,$?,$3.62,"$125,543",? ECU *,51.15%
V-Dimension,$?,$0.624185,"$124,459",? VOLLAR *,-4.20%
CACHE Gold,$?,$57.96,"$121,514",? CGT *,-0.08%
Galatasaray Fan Token,$?,$2.13,"$115,984",? GAL *,1.22%
DeFiChain,$?,$0.171292,"$114,370",? DFI *,-0.35%
Marshal Lion Group Coin,$?,$0.278842,"$112,984",? MLGC *,-0.20%
Cannadrix,$?,$0.175707,"$111,246",? CND *,36.50%
Axial Entertainment Digital Asset,$?,$0.002857,"$110,571",? AXL *,0.40%
ENTONE,$?,$34.83,"$107,497",? ENTONE *,15.26%
Imsmart,$?,$0.084375,"$107,492",? IMT *,-1.07%
Vectorium,$?,$1.75,"$107,414",? VCTP *,-0.16%
OG Fan Token,$?,$2.63,"$105,533",? OG *,0.23%
PhoenixDAO,$?,$0.023286,"$104,829",? PHNX *,0.56%
Dexter G,$?,$0.441332,"$101,617",? DXG *,1.16%
AS Roma Fan Token,$?,$3.02,"$100,929",? ASR *,0.84%
INRToken,$?,$0.013296,"$99,491",? INRT *,1.24%
Atletico De Madrid Fan Token,$?,$3.34,"$98,810",? ATM *,1.91%
Super Bitcoin,$?,$0.577596,"$96,665",? SBTC,-2.85%
Juventus Fan Token,$?,$6.10,"$96,508",? JUV *,-2.94%
Spockchain Network,$?,$0.001411,"$95,764",? SPOK *,15.53%
RING X PLATFORM,$?,$0.188044,"$94,559",? RINGX *,-13.39%
3x Long Tezos Token,$?,$856.34,"$93,676",? XTZBULL *,7.80%
Paris Saint-Germain Fan Token,$?,$3.95,"$92,576",? PSG *,0.03%
Minter Network,$?,$0.003403,"$91,114",? BIP *,1.18%
Darwinia Network,$?,$0.004895,"$89,057",? RING *,11.49%
LBK,$?,$0.005198,"$88,507",? LBK *,1.61%
WETH,$?,$243.40,"$86,664",? WETH *,-0.05%
Nokencoin,$?,$0.016274,"$85,739",? NOKN *,-16.15%
Sparkle,$?,$0.037229,"$85,668",? SPRKL *,-17.40%
Promotion Coin,$?,$0.000055,"$83,731",? PC *,-1.82%
Davion,$?,$0.547005,"$82,326",? DAVP *,4.00%
Mavro,$?,$2.91,"$80,215",? MAVRO,3.64%
CoinHe Token,$?,$0.060583,"$78,914",? CHT *,-1.36%
Botton,$?,$1.22,"$78,835",? BOC *,-1.42%
Rivermount,$?,$0.014598,"$72,098",? RM *,-14.48%
Ycash,$?,$0.114156,"$71,599",? YEC *,2.92%
Freight Trust & Clearing Network,$?,$0.007112,"$70,920",? EDI *,-0.23%
ALP Coin,$?,$0.259985,"$69,460",? ALP *,-0.20%
REBIT,$?,$0.084435,"$68,425",? KEYT *,-0.36%
Electronero Pulse,$?,$0.001207,"$67,100",? ETNXP *,17.74%
Entherfound,$?,$0.873551,"$64,898",? ETF *,-0.01%
1irstGold,$?,$60.71,"$64,555",? 1GOLD *,-0.16%
UltrAlpha,$?,$0.065073,"$63,705",? UAT *,-0.58%
Sora,$?,$1.26,"$63,197",? XOR *,-11.01%
Pledge Coin,$?,$0.000253,"$62,979",? PLG *,1.91%
Affil Coin,$?,$0.960478,"$62,311",? AC *,-0.50%
Aragon Court,$?,$0.018417,"$61,897",? ANJ *,3.52%
Blockchain Quotations Index Token,$?,$0.010382,"$61,540",? BQT *,-0.45%
1x Short Bitcoin Token,$?,$965.10,"$60,350",? HEDGE *,0.45%
Hubi Token,$?,$0.007906,"$59,108",? HUB *,-0.11%
SimpleChain,$?,$0.626663,"$59,040",? SIMPLE *,0.27%
BuySell,$?,$4.34,"$58,241",? BULL *,58.81%
UniDollar,$?,$0.000300,"$57,848",? UNIUSD *,-21.86%
iOWN Token,$?,$0.015308,"$57,540",? iOWN *,-2.81%
DFOhub,$?,$0.890063,"$56,793",? BUIDL *,20.05%
BlockNoteX,$?,$0.587165,"$56,012",? BNOX *,0.53%
Jack Token,$?,$0.063586,"$56,006",? JACK *,-0.49%
Bitcloud Pro,$?,$0.000690,"$55,814",? BPRO *,-2.59%
Mogu,$?,$0.039524,"$54,811",? MOGX *,-0.63%
SOLBIT,$?,$0.006976,"$54,057",? SBT *,25.75%
Tether Gold,$?,"$1,795.28","$51,060",? XAUT *,-0.15%
BitUP Token,$?,$0.001200,"$49,950",? BUT *,0.71%
Sylo,$?,$0.004907,"$46,617",? SYLO *,-2.04%
Cybereits,$?,$0.000770,"$45,414",? CRE *,-7.00%
XIO,$?,$0.098742,"$45,081",? XIO *,17.71%
Hintchain,$?,$0.002096,"$44,006",? HINT *,-1.97%
HebeBlock,$?,$0.003976,"$43,315",? HEBE *,-0.35%
Engine,$?,$0.000105,"$42,265",? EGCC *,3.88%
Travel1Click,$?,"$8,200,088,165","$39,494",? T1C *,-0.95%
LOA Protocol,$?,$0.025925,"$39,475",? LOA *,6.76%
HOMT,$?,$0.325421,"$38,698",? HOMT *,0.92%
Agoras Tokens,$?,$0.170777,"$38,606",? AGRS *,-0.65%
Release Project,$?,$0.000005,"$35,449",? REL *,6.05%
Quish Coin,$?,$0.018374,"$33,872",? QTV *,100.61%
IDK,$?,$0.069182,"$33,298",? IDK *,-0.72%
Hinto,$?,$0.190327,"$32,961",? HNT *,0.70%
Robonomics.network,$?,$1.65,"$32,829",? XRT *,-6.00%
STK Coin,$?,$0.027607,"$32,779",? STK *,-2.84%
3x Short Tezos Token,$?,$3.83,"$32,256",? XTZBEAR *,-5.98%
ThingsOperatingSystem,$?,$0.001049,"$32,175",? TOS *,-3.07%
Global Game Coin,$?,$2.64,"$31,663",? GGC *,-3.80%
Codeo Token,$?,$0.967457,"$31,661",? CODEO *,-0.32%
BenePit Protocol,$?,$0.000112,"$31,549",? BNP *,-4.01%
Jinbi Token,$?,$129.08,"$31,225",? JNB *,-3.45%
Tepleton,$?,$0.016630,"$30,711",? TEP *,-1.24%
AfroDex,$?,$5.00e-8,"$30,665",? AfroX *,-0.32%
Zuflo Coin,$?,$0.001799,"$29,587",? ZFL *,-0.32%
TeeCoin,$?,$0.000976,"$29,486",? TEC *,-0.67%
Neuromorphic.io,$?,$0.297607,"$29,039",? NMP *,7.51%
Saga,$?,$1.39,"$28,997",? SGA *,0.17%
xscoin,$?,$0.407829,"$28,790",? XSC *,1.57%
Render Token,$?,$0.088643,"$28,309",? RNDR *,15.95%
Treelion,$?,$0.048899,"$27,556",? TRN *,-2.25%
Sudan Gold Coin,$?,$0.061740,"$25,984",? SGC *,-20.08%
Bit Trust System,$?,$0.015144,"$25,978",? BIUT *,-2.01%
ETHPlus,$?,$1.39,"$25,808",? ETHP *,12.58%
vSportCoin,$?,$0.001557,"$24,572",? VSC *,27.64%
BeeKan,$?,$0.000590,"$23,738",? BKBT *,1.69%
En-Tan-Mo,$?,$0.011199,"$22,959",? ETM *,-0.32%
Blood,$?,$0.000547,"$22,914",? BLOOD *,-6.44%
CryptoBharatCoin,$?,$0.463968,"$21,902",? CBC *,28.70%
LegalBlock,$?,$0.000535,"$21,581",? LBK *,13.79%
Opennity,$?,$0.000124,"$21,101",? OPNN *,200.21%
Pawtocol,$?,$0.005042,"$21,032",? UPI *,0.67%
Sumcoin,$?,$123.70,"$20,871",? SUM *,-0.60%
D Community,$?,$0.000082,"$20,817",? DILI *,2.58%
WiBX,$?,$0.004603,"$20,348",? WBX *,6.09%
Custody Token,$?,$0.001528,"$19,908",? CUST *,5.18%
MERCI,$?,$0.001329,"$19,685",? MERCI *,-5.85%
1x Long Bitcoin Implied Volatility Token,$?,"$3,572.04","$19,643",? BVOL *,-5.90%
pTokens BTC,$?,"$9,177.69","$19,602",? PBTC *,-0.87%
Davies,$?,$0.110798,"$19,242",? DVS *,-1.04%
IBStoken,$?,$0.018320,"$19,151",? IBS *,-2.02%
Swapzilla,$?,$1.27,"$19,048",? SWZL *,-0.93%
STPAY,$?,$23.98,"$18,453",? STP *,-0.15%
DEXA COIN,$?,$0.000006,"$18,341",? DEXA *,-9.67%
DarkPay,$?,$0.020128,"$18,215",? D4RK *,1.21%
MoCo Token,$?,$0.000717,"$18,133",? MoCo *,-0.44%
Binance KRW,$?,$0.000840,"$17,926",? BKRW *,-0.48%
Curio,$?,$0.318771,"$17,864",? CUR *,-7.88%
Aeryus,$?,$0.010322,"$17,850",? AER *,-33.34%
GM Holding,$?,$0.028715,"$17,803",? GM *,5.96%
GSENetwork,$?,$0.000040,"$17,381",? GSE *,4.92%
IOEX,$?,$0.010768,"$17,274",? IOEX *,3.11%
BUMO,$?,$0.003902,"$16,952",? BU *,0.48%
BitKAM,$?,$0.000918,"$16,128",? KAM *,4.20%
Hive Dollar,$?,$0.982455,"$16,103",? HBD *,0.66%
Kepler Network,$?,$0.001171,"$15,066",? KMW *,-12.88%
Vectorspace AI,$?,$0.143576,"$14,806",? VXV *,-5.25%
BITTO,$?,$0.414901,"$14,749",? BITTO *,-2.21%
Inverse Bitcoin Volatility Token,$?,"$6,270.62","$14,547",? IBVOL *,4.86%
Joys Digital,$?,$0.008578,"$14,471",? JOYS *,-0.61%
Ixinium,$?,$0.100840,"$14,279",? XXA *,-51.22%
